,name,type,desc,race,archetype,image_url,views
9203,Saber Reflection,Spell Card,"When you take battle or effect damage while you control an ""X-Saber"" monster: Gain LP equal to the damage you took, and if you do, inflict the same amount of damage to your opponent, then you can add 1 ""Saber"" Spell/Trap Card or ""Gottoms"" card from your Deck to your hand. You can only activate 1 ""Saber Reflection"" per turn.",Quick-Play,X-Saber,https://images.ygoprodeck.com/images/cards/35037880.jpg,14779
9205,Saber Slash,Spell Card,"Destroy a number of face-up cards on the field equal to the number of face-up Attack Position ""X-Saber"" monsters you control.",Normal,X-Saber,https://images.ygoprodeck.com/images/cards/11052544.jpg,9143
9206,Saber Vault,Spell Card,"Each face-up ""X-Saber"" monster on the field gains 100 ATK x its Level, and loses 100 DEF x its Level.",Field,X-Saber,https://images.ygoprodeck.com/images/cards/73787254.jpg,6833
9213,Sacred Scrolls of the Gizmek Legend,Spell Card,"During your Main Phase: You can excavate the top 3 cards of your Deck, and if you do, you can add 1 excavated Machine monster whose ATK equals its own DEF to your hand, also banish the remaining cards face-down. You can only use this effect of ""Sacred Scrolls of the Gizmek Legend"" once per turn. Each time a Machine monster(s) whose ATK equals its own DEF is Normal or Special Summoned, place 1 counter on this card. While this card has 10 or more counters, neither player can activate the effects of monsters on the field whose ATK does not equal their own DEF.",Field,Gizmek,https://images.ygoprodeck.com/images/cards/24793135.jpg,14903
9214,Sacred Serpent's Wake,Spell Card,"You can only activate 1 ""Sacred Serpent's Wake"" per turn. If you control 2 or more different kinds of monsters (Ritual, Fusion, Synchro or Xyz): Activate 1 or more effects, depending on the number of different kinds you control, and resolve in sequence;
● 2 or more: Target 1 monster in your Graveyard or 1 of your banished monsters; add that target to your hand.
● 3 or more: Target 1 Trap Card in your Graveyard; add that target to your hand.
● 4: Target 1 Spell Card in your Graveyard, except ""Sacred Serpent's Wake""; add that target to your hand.",Quick-Play,,https://images.ygoprodeck.com/images/cards/98850929.jpg,7529
9217,Sacred Sword of Seven Stars,Spell Card,"Banish 1 Level 7 monster from your hand or face-up from your side of the field; draw 2 cards. You can only activate 1 ""Sacred Sword of Seven Stars"" per turn.",Normal,,https://images.ygoprodeck.com/images/cards/45725480.jpg,133028
9222,Saga of the Dragon Emperor,Spell Card,"Target 1 Dragon monster you control; its ATK becomes doubled (until the end of this turn), then, if your opponent currently controls a Dragon monster, the activation of the targeted monster's effects cannot be negated for the rest of this turn. During your Main Phase: You can banish this card from your GY; Special Summon 1 of your Dragon Xyz Monsters that is banished or in your GY, in Defense Position. You can only use 1 ""Saga of the Dragon Emperor"" effect per turn, and only once that turn.",Quick-Play,,https://images.ygoprodeck.com/images/cards/66156348.jpg,3741
9226,Sage's Stone,Spell Card,"If you control a face-up ""Dark Magician Girl"": Special Summon 1 ""Dark Magician"" from your hand or Deck.",Normal,Dark Magician,https://images.ygoprodeck.com/images/cards/13604200.jpg,63301
9232,Salamandra,Spell Card,Equip only to a FIRE monster. It gains 700 ATK.,Equip,,https://images.ygoprodeck.com/images/cards/32268901.jpg,34531
9237,Salamangreat Burning Shell,Spell Card,"Special Summon 1 ""Salamangreat"" monster from your hand, but negate its effects, then, immediately after this effect resolves, Link Summon 1 ""Salamangreat"" Link Monster using materials you control, including the Summoned monster. This turn, that Link Summoned monster cannot attack or activate its effects. During your Main Phase: You can banish this card from your GY, then target 1 ""Salamangreat"" Link Monster in your GY; return it to the Extra Deck. You can only activate 1 ""Salamangreat Burning Shell"" per turn.",Quick-Play,Salamangreat,https://images.ygoprodeck.com/images/cards/28534130.jpg,17082
9238,Salamangreat Circle,Spell Card,"Activate 1 of these effects.
● Add 1 ""Salamangreat"" monster from your Deck to your hand.
● Target 1 ""Salamangreat"" Link Monster you control that was Link Summoned using a monster with its same name as material; that Link Monster is unaffected by monster effects this turn, except its own.
You can only activate 1 ""Salamangreat Circle"" per turn.",Quick-Play,Salamangreat,https://images.ygoprodeck.com/images/cards/52155219.jpg,235953
9239,Salamangreat Claw,Spell Card,"Equip only to a ""Salamangreat"" monster. The equipped monster cannot be destroyed by battle or card effects, and if it attacks a Defense Position monster, inflict piercing battle damage to your opponent. If the equipped monster is a ""Salamangreat"" Link Monster you control that was Link Summoned using a monster with its same name as material, during each Battle Phase it can make attacks on monsters up to its Link Rating. You can only control 1 ""Salamangreat Claw"".",Equip,Salamangreat,https://images.ygoprodeck.com/images/cards/88540324.jpg,37388
9258,Salamangreat Recureance,Spell Card,"Target 2 ""Salamangreat"" monsters in your GY with different names; add them to your hand. If this Set card is destroyed by card effect and sent to the GY: You can add 1 ""Salamangreat"" Spell/Trap from your Deck to your hand, except ""Salamangreat Recureance"". You can only use each effect of ""Salamangreat Recureance"" once per turn.",Normal,Salamangreat,https://images.ygoprodeck.com/images/cards/83554231.jpg,40549
9260,Salamangreat Sanctuary,Spell Card,"If you Link Summon a ""Salamangreat"" Link Monster, you can use 1 ""Salamangreat"" Link Monster you control with its same name as the entire material. During damage calculation, if your monster battles: You can pay 1000 LP, then target 1 Link Monster you control; make its ATK 0, and if you do, gain LP equal to its original ATK. You can only use each effect of ""Salamangreat Sanctuary"" once per turn.",Field,Salamangreat,https://images.ygoprodeck.com/images/cards/1295111.jpg,227026
9263,Salamangreat Transcendence,Spell Card,"Target 1 ""Salamangreat"" Link Monster you control; Special Summon 1 ""Salamangreat"" Link Monster with the same name from your Extra Deck, using that monster you control as the entire material. (This is treated as a Link Summon.) You can only activate 1 ""Salamangreat Transcendence"" per turn.",Quick-Play,Salamangreat,https://images.ygoprodeck.com/images/cards/54529134.jpg,24626
9267,Sales Ban,Spell Card,"Declare 1 card name; for the rest of this turn, your opponent cannot activate cards, or the effects of cards, with the same original name as that declared card. The same restrictions apply to you, but for the rest of this Duel instead of just this turn. You can only activate 1 ""Sales Ban"" per turn.",Normal,,https://images.ygoprodeck.com/images/cards/64964750.jpg,21451
9269,Salvage,Spell Card,Target 2 WATER monsters with 1500 or less ATK in your Graveyard; add those targets to your hand.,Normal,,https://images.ygoprodeck.com/images/cards/96947648.jpg,251998
9272,Samsara,Spell Card,Monster Cards Tributed for a Ritual Summon are returned to the owner's Deck instead of being sent to the Graveyard.,Continuous,,https://images.ygoprodeck.com/images/cards/44182827.jpg,25559
9292,Saqlifice,Spell Card,"Equip only to a ""Qli"" monster. It gains 300 ATK and cannot be destroyed by battle. The equipped monster can be treated as 2 Tributes for the Tribute Summon of a ""Qli"" monster. If this card is sent from the field to the Graveyard: You can add 1 ""Qli"" monster from your Deck to your hand.",Equip,Qli,https://images.ygoprodeck.com/images/cards/17639150.jpg,54350
9293,Sargasso Lighthouse,Spell Card,"When a Spell effect that would inflict damage to you is activated: You take no damage from that effect. While this card is in your Graveyard, you take no damage from the effect of ""Sargasso the D.D. Battlefield"". When this Set card is sent to the Graveyard: You can add 1 ""Sargasso the D.D. Battlefield"" from your Deck to your hand.",Quick-Play,,https://images.ygoprodeck.com/images/cards/37511832.jpg,15904
9294,Sargasso the D.D. Battlefield,Spell Card,"Each time a monster is Xyz Summoned: The Summoning player takes 500 damage. During each player's End Phase, the turn player takes 500 damage if they control a face-up Xyz Monster.",Field,D.D.,https://images.ygoprodeck.com/images/cards/1127737.jpg,22066
9309,Satellarknight Skybridge,Spell Card,"Target 1 ""tellarknight"" monster you control; Special Summon 1 ""tellarknight"" monster with a different name from your Deck, and if you do, shuffle the targeted monster into the Deck. While the monster Special Summoned by this effect is face-up on the field, you cannot Special Summon monsters, except ""tellarknight"" monsters. You can only activate 1 ""Satellarknight Skybridge"" per turn.",Quick-Play,Tellarknight,https://images.ygoprodeck.com/images/cards/18205590.jpg,45361
9319,Savage Colosseum,Spell Card,"If a monster attacks, at the end of the Damage Step: Its controller gains 300 LP. All monsters must attack, if able. During each End Phase: Destroy all face-up Attack Position monsters the turn player controls, that did not declare an attack.",Field,,https://images.ygoprodeck.com/images/cards/32391631.jpg,59605
9322,Scapegoat,Spell Card,"Special Summon 4 ""Sheep Tokens"" (Beast/EARTH/Level 1/ATK 0/DEF 0) in Defense Position. They cannot be Tributed for a Tribute Summon. You cannot Summon other monsters the turn you activate this card (but you can Normal Set).",Quick-Play,,https://images.ygoprodeck.com/images/cards/73915051.jpg,583923
9326,Scareclaw Arrival,Spell Card,"Target 1 ""Scareclaw"" monster or ""Visas Starfrost"" in your GY; Special Summon it in Defense Position. If a ""Scareclaw"" Link Monster(s) you control would be destroyed by battle or card effect, you can banish this card from your GY instead. You can only use this effect of ""Scareclaw Arrival"" once per turn.",Normal,Scareclaw,https://images.ygoprodeck.com/images/cards/83558891.jpg,25049
9329,Scareclaw Decline,Spell Card,"Target 1 ""Primitive Planet Reichphobia"" you control or in your GY; return it to the hand, then, if you control ""Visas Starfrost"", you can change 1 face-up monster your opponent controls to face-down Defense Position. If 3 or more Defense Position monsters are on the field: You can banish this card from your GY; add 1 ""Scareclaw"" card from your GY to your hand. You can only use this effect of ""Scareclaw Decline"" once per turn.",Normal,Scareclaw,https://images.ygoprodeck.com/images/cards/32152870.jpg,3546
9330,Scareclaw Defang,Spell Card,"Your opponent cannot target ""Scareclaw"" Link Monsters and ""Visas Starfrost"" you control with card effects, also they cannot be destroyed by your opponent's card effects. Any monster destroyed by battle with your ""Scareclaw"" Link Monster or ""Visas Starfrost"" is banished. You can banish 1 ""Scareclaw"" Link Monster from your field or GY, then target 1 card your opponent controls; destroy it. You can only use this effect of ""Scareclaw Defang"" once per turn.",Continuous,Scareclaw,https://images.ygoprodeck.com/images/cards/7236721.jpg,1470
9335,Scareclaw Straddle,Spell Card,"Activate 1 of these effects.
● Target 1 ""Scareclaw"" monster or ""Visas Starfrost"" you control and 1 face-up monster your opponent controls; that monster you control gains ATK/DEF equal to that opponent's monster's ATK or DEF (whichever is higher, your choice if tied).
● When a card or effect is activated that targets a ""Scareclaw"" monster(s) and/or ""Visas Starfrost"" you control: Negate that effect.
You can only activate 1 ""Scareclaw Straddle"" per turn.",Quick-Play,Scareclaw,https://images.ygoprodeck.com/images/cards/41619242.jpg,8243
9338,Scarlet Security,Spell Card,"If you control a ""Red Dragon Archfiend"": Destroy all Spell and Trap Cards your opponent controls.",Normal,Archfiend,https://images.ygoprodeck.com/images/cards/50215517.jpg,62920
9344,Scatter Fusion,Spell Card,"If your opponent controls a monster: You can Fusion Summon 1 non-Rock ""Gem-Knight"" Fusion Monster from your Extra Deck, using monsters from your Deck as Fusion Material, also you cannot Special Summon monsters from the Extra Deck for the rest of this turn, except ""Gem-Knight"" monsters. You can only use this effect of ""Scatter Fusion"" once per turn. When this card leaves the field, destroy that monster(s).",Continuous,Fusion,https://images.ygoprodeck.com/images/cards/40597694.jpg,2313
9350,Scramble!! Scramble!!,Spell Card,"If your opponent's monsters on the field outnumber your non-Token monsters on the field: Tribute any number of ""Mecha Phantom Beast Tokens""; Special Summon an equal number of ""Mecha Phantom Beast"" monsters from your Deck. Shuffle them into the Deck during the End Phase. You can only activate 1 ""Scramble!! Scramble!!"" per turn.",Quick-Play,Mecha Phantom Beast,https://images.ygoprodeck.com/images/cards/83054225.jpg,17330
9357,Scrap Factory,Spell Card,"All ""Scrap"" monsters gain 200 ATK and DEF. When a face-up ""Scrap"" monster(s) on the field is destroyed by a card effect and sent to the Graveyard (except during the Damage Step): You can Special Summon 1 ""Scrap"" monster from your Deck. You can only use this effect of ""Scrap Factory"" once per turn.",Field,Scrap,https://images.ygoprodeck.com/images/cards/28388296.jpg,43591
9358,Scrap Fist,Spell Card,"Target 1 ""Junk Warrior"" you control; if it battles an opponent's monster this turn while you control it, apply these effects.
● Your opponent cannot activate cards or effects until the end of the Damage Step.
● If it attacks a Defense Position monster, inflict piercing battle damage to your opponent.
● Double any battle damage your opponent takes.
● It cannot be destroyed by battle.
● Destroy the opponent's monster that battled it at the end of the Damage Step.",Quick-Play,Junk,https://images.ygoprodeck.com/images/cards/8529136.jpg,24461
9363,Scrap Lube,Spell Card,"Select 1 ""Scrap"" monster in your Graveyard. Special Summon that monster from the Graveyard. Its effects are negated. When this card is removed from the field, destroy that monster. When that monster is removed from the field, destroy this card. You cannot conduct your Battle Phase the turn you activate this card.",Continuous,Scrap,https://images.ygoprodeck.com/images/cards/22539270.jpg,17034
9371,Scrap Sheen,Spell Card,"Select 1 face-up ""Scrap"" monster you control and destroy it. All face-up ""Scrap"" monsters you control gain 1000 ATK until the End Phase.",Quick-Play,Scrap,https://images.ygoprodeck.com/images/cards/74439492.jpg,13547
9379,Scrapstorm,Spell Card,"Target 1 ""Scrap"" monster you control; send 1 ""Scrap"" monster from your Deck to the Graveyard, then draw 1 card, then destroy that monster.",Quick-Play,Scrap,https://images.ygoprodeck.com/images/cards/48445393.jpg,24352
9380,Scrapyard,Spell Card,"Add 1 ""Scrap"" Tuner monster from your Deck to your hand.",Normal,Scrap,https://images.ygoprodeck.com/images/cards/1050684.jpg,63158
9382,Scroll of Bewitchment,Spell Card,Select 1 Attribute. Change the Attribute of the equipped monster to the one you select.,Equip,,https://images.ygoprodeck.com/images/cards/10352095.jpg,73369
9394,Sea Lord's Amulet,Spell Card,Send this card to the Graveyard during your opponent's 3rd End Phase after activation. WATER monsters you control cannot be destroyed by your opponent's card effects.,Continuous,,https://images.ygoprodeck.com/images/cards/61258740.jpg,47089
9398,Sea Stealth II,Spell Card,"This card's name becomes ""Umi"" while on the field or in the GY. Your opponent cannot target WATER monsters you control with non-WATER monsters' effects. At the start of the Battle Phase: You can Special Summon 1 monster that specifically lists ""Umi"" in its text or 1 WATER Normal Monster from your hand or GY in Defense Position, but destroy it at the end of this Battle Phase. You can only use this effect of ""Sea Stealth II"" once per turn.",Continuous,Umi,https://images.ygoprodeck.com/images/cards/58203736.jpg,41770
9400,Seal of the Ancients,Spell Card,"Pay 1000 Life Points. Pick up and see all face-down cards on your opponent's side of the field, then return them to their original positions. (The effects of the face-down cards are not activated.)",Normal,,https://images.ygoprodeck.com/images/cards/97809599.jpg,4568
9409,Searing Fire Wall,Spell Card,"Banish any number of ""Laval"" monsters from your Graveyard; Special Summon an equal number of ""Laval Tokens"" (Pyro-Type/FIRE/Level 1/ATK 0/DEF 0) in Defense Position.",Quick-Play,Laval,https://images.ygoprodeck.com/images/cards/47658964.jpg,18515
9410,Sebek's Blessing,Spell Card,If your monster inflicts battle damage to your opponent by a direct attack: Gain the same amount of LP.,Quick-Play,,https://images.ygoprodeck.com/images/cards/22537443.jpg,18199
9412,Second Coin Toss,Spell Card,"When a coin toss is performed, you can choose to redo the coin toss. (If the toss involved multiple coin flips, redo all of them.) You can only use the effect of ""Second Coin Toss"" once per turn.",Continuous,,https://images.ygoprodeck.com/images/cards/36562627.jpg,114812
9418,Secret Pass to the Treasures,Spell Card,"Select 1 face-up monster with an ATK equal to 1000 points or less on your side of the field. During the turn this card is activated, the selected monster can attack your opponent's Life Points directly.",Normal,,https://images.ygoprodeck.com/images/cards/77876207.jpg,50895
9419,Secret Password,Spell Card,"Add 1 ""Live☆Twin"" or ""Evil★Twin"" Spell/Trap from your Deck to your hand. If you control a ""Ki-sikil"" monster and control a ""Lil-la"" monster, you can add 1 ""Evil★Twin"" monster from your Deck to your hand instead. You can only activate 1 ""Secret Password"" per turn.",Normal,,https://images.ygoprodeck.com/images/cards/61976639.jpg,130948
9420,Secret Sanctuary of the Spellcasters,Spell Card,"When a monster(s) (except a Spellcaster-Type monster) is Normal or Special Summoned to your opponent's side of the field while you control another face-up Spell Card and your opponent does not control any face-up Spell Cards: That monster cannot attack or activate its effects this turn. (This applies even if this card leaves the field.) If you do not control any Spellcaster-Type monsters, destroy this card.",Continuous,,https://images.ygoprodeck.com/images/cards/25407643.jpg,31998
9429,Secret Skills of the Six Samurai,Spell Card,"Send 1 monster you control to the GY, then target 1 of your banished ""Six Samurai"" monsters; Special Summon it. You can only activate 1 ""Secret Skills of the Six Samurai"" per turn.",Quick-Play,Six Samurai,https://images.ygoprodeck.com/images/cards/79968632.jpg,36199
9430,Secret Village of the Spellcasters,Spell Card,"If only you control a Spellcaster monster, your opponent cannot activate Spell Cards. If you control no Spellcaster monsters, you cannot activate Spell Cards.",Field,,https://images.ygoprodeck.com/images/cards/68462976.jpg,575052
9431,Secrets of Dark Magic,Spell Card,"Activate 1 of the following effects.
● Fusion Summon 1 Fusion Monster from your Extra Deck, using monsters from your hand or field, including ""Dark Magician"" or ""Dark Magician Girl"", as Fusion Material.
● Ritual Summon 1 Ritual Monster from your hand, by Tributing monsters from your hand or field, including ""Dark Magician"" or ""Dark Magician Girl"", whose total Levels equal or exceed the Level of the Ritual Monster.",Quick-Play,Dark Magician,https://images.ygoprodeck.com/images/cards/59514116.jpg,437594
9435,Security Block,Spell Card,"Target 1 Cyberse monster on the field; this turn, neither player takes battle damage, also that monster cannot be destroyed by battle.",Quick-Play,,https://images.ygoprodeck.com/images/cards/91665064.jpg,20282
9439,Seed Cannon,Spell Card,"Each time a Plant-Type monster(s) is Summoned, place 1 Plant Counter on this card (max. 5). You can send this card to the Graveyard to inflict 500 damage to your opponent for each Plant Counter on it.",Continuous,,https://images.ygoprodeck.com/images/cards/81524977.jpg,21198
9441,Seed of Deception,Spell Card,Special Summon 1 Level 2 or lower Plant-Type monster from your hand.,Quick-Play,,https://images.ygoprodeck.com/images/cards/18752938.jpg,27429
9447,Sekka's Light,Spell Card,"If you have no Spells/Traps in your GY: Draw 2 cards, also, for the rest of this Duel after you activate this card, you cannot activate Spell/Trap Cards or effects, except ""Sekka's Light"". You can banish this card from your GY; reveal 1 monster in your hand, shuffle it into the Deck, then, draw 1 card. You can only use each effect of ""Sekka's Light"" once per turn.",Normal,,https://images.ygoprodeck.com/images/cards/24940422.jpg,150948
9452,Self-Mummification,Spell Card,"Select 1 monster you control, and send it to the Graveyard.",Quick-Play,,https://images.ygoprodeck.com/images/cards/15103313.jpg,6777
9453,Senet Switch,Spell Card,"Once per turn, during your Main Phase, you can move 1 monster on your side of the field to an adjacent (horizontal) unoccupied Monster Card Zone.",Continuous,,https://images.ygoprodeck.com/images/cards/63394872.jpg,41404
9458,Senri Eye,Spell Card,"Once per turn, during each of your Standby Phases, you can pay 100 Life Points to look at 1 card on the top of your opponent's Deck and return it to its original position. Your opponent cannot look at the card.",Continuous,,https://images.ygoprodeck.com/images/cards/60391791.jpg,32277
9467,Serial Spell,Spell Card,Activate only when you activate one of your Normal Spell Cards. Discard all the cards in your hand to the Graveyard. The effect of this card becomes the same as the Normal Spell Card.,Quick-Play,,https://images.ygoprodeck.com/images/cards/49398568.jpg,60117
9476,Set Rotation,Spell Card,"Set 2 Field Spells with different names from your Deck on the field (1 on your field, and 1 on your opponent's field). While either of those cards remain Set on the field, neither player can activate or Set other Field Spells.",Quick-Play,,https://images.ygoprodeck.com/images/cards/73468603.jpg,477367
9478,Seven Cities of the Golden Land,Spell Card,"During your Main Phase: You can Fusion Summon 1 Fusion Monster from your Extra Deck, using only Zombie monsters from your hand or field as Fusion Material. If a Zombie monster(s) is Special Summoned by card effect (except during the Damage Step): You can target 1 Set card in a Spell & Trap Zone; that Set card cannot be activated this turn (even if this card leaves the field). You can only use each effect of ""Seven Cities of the Golden Land"" once per turn.",Continuous,Golden Land,https://images.ygoprodeck.com/images/cards/95034141.jpg,73338
9481,Seventh Ascension,Spell Card,"Take 1 card from your Deck (either a ""Barian's"" Spell/Trap, a ""Rank-Up-Magic"" Quick-Play Spell, or a ""Seventh"" Spell/Trap except ""Seventh Ascension""), and either add it to your hand or place it on top of your Deck. If your opponent controls a monster Special Summoned from the Extra Deck: You can banish this card from your GY and send 1 ""Rank-Up-Magic"" Spell from your hand to the GY; this effect becomes that Spell's effect when that card is activated. You can only use each effect of ""Seventh Ascension"" once per turn.",Normal,Seven Emperors,https://images.ygoprodeck.com/images/cards/23153227.jpg,17650
9483,Sextet Summon,Spell Card,"Banish from your hand, GY, and/or face-up field, 6 monsters (1 each Ritual, Fusion, Synchro, Xyz, Pendulum, and Link), each with the same original Type, then Special Summon 1 monster from your Deck or Extra Deck, with the same original Type as those banished monsters. You can only activate 1 ""Sextet Summon"" per turn.",Normal,,https://images.ygoprodeck.com/images/cards/99162753.jpg,5618
9489,Shaddoll Fusion,Spell Card,"Fusion Summon 1 ""Shaddoll"" Fusion Monster from your Extra Deck, using monsters from your hand or field as Fusion Material. If your opponent controls a monster that was Special Summoned from the Extra Deck, you can also use monsters in your Deck as Fusion Material. You can only activate 1 ""Shaddoll Fusion"" per turn.",Normal,Shaddoll,https://images.ygoprodeck.com/images/cards/44394295.jpg,727233
9503,Shadow Toon,Spell Card,"If you control ""Toon World"": Target 1 face-up monster your opponent controls; inflict damage to your opponent equal to the ATK of that face-up monster. You can only activate 1 ""Shadow Toon"" per turn.",Normal,Toon,https://images.ygoprodeck.com/images/cards/6958551.jpg,92208
9507,Shadow's Light,Spell Card,"Target 1 DARK monster you control; Special Summon 1 LIGHT monster with the same original Type and Level from your Deck or Extra Deck. You can banish this card from your GY; during your Main Phase this turn, you can Normal Summon 1 LIGHT or DARK monster in addition to your Normal Summon/Set. (You can only gain this effect once per turn.) You can only use each effect of ""Shadow's Light"" once per turn. You cannot conduct your Battle Phase the turn you activate either of this card's effects.",Normal,,https://images.ygoprodeck.com/images/cards/61322713.jpg,0
9517,Shard of Greed,Spell Card,"Each time you draw a card(s) for your normal draw in your Draw Phase, place 1 Greed Counter on this card. You can send this card with 2 or more Greed Counters to the GY; draw 2 cards.",Continuous,Greed,https://images.ygoprodeck.com/images/cards/33904024.jpg,158988
9518,Share the Pain,Spell Card,Tribute 1 monster; make your opponent Tribute 1 monster (for no effect).,Normal,,https://images.ygoprodeck.com/images/cards/56830749.jpg,171282
9519,Shared Ride,Spell Card,"For the rest of this turn, each time a card(s) is added from the Main Deck or GY to your opponent's hand, except by drawing them, you immediately draw 1 card. You can only activate 1 ""Shared Ride"" per turn.",Quick-Play,,https://images.ygoprodeck.com/images/cards/1372887.jpg,204221
9531,Shield & Sword,Spell Card,"Switch the original ATK and DEF of all face-up monsters currently on the field, until the end of this turn.",Normal,,https://images.ygoprodeck.com/images/cards/52097679.jpg,141801
9532,Shield Crush,Spell Card,Target 1 Defense Position monster on the field; destroy that target.,Normal,,https://images.ygoprodeck.com/images/cards/30683373.jpg,19843
9539,Shien's Castle of Mist,Spell Card,"When a ""Six Samurai"" monster is attacked, the attacking monster loses 500 ATK during damage calculation only.",Field,Six Samurai,https://images.ygoprodeck.com/images/cards/11102908.jpg,39175
9541,Shien's Dojo,Spell Card,"Each time a ""Six Samurai"" monster(s) is Normal or Special Summoned, place 1 Bushido Counter on this card. You can send this card to the GY; Special Summon 1 ""Six Samurai"" or ""Shien"" Effect Monster from your Main Deck, whose Level is less than or equal to the number of Bushido Counters on this card.",Continuous,Six Samurai,https://images.ygoprodeck.com/images/cards/47436247.jpg,174266
9544,Shien's Smoke Signal,Spell Card,"Add 1 Level 3 or lower ""Six Samurai"" monster from your Deck to your hand.",Normal,Six Samurai,https://images.ygoprodeck.com/images/cards/54031490.jpg,190501
9545,Shien's Spy,Spell Card,Select 1 face-up monster you control to activate this card. Give control of the selected monster to your opponent until the End Phase of this turn.,Normal,,https://images.ygoprodeck.com/images/cards/7672244.jpg,133920
9549,Shifting Shadows,Spell Card,"Once per turn, by paying 300 Life Points, rearrange the face-down Defense Position monsters in your Main Monster Zones, then return them in face-down Defense Position.",Continuous,,https://images.ygoprodeck.com/images/cards/59237154.jpg,37358
9550,Shinato's Ark,Spell Card,"This card is used to Ritual Summon ""Shinato, King of a Higher Plane"". You must also Tribute monsters whose total Levels equal 8 or more from the field or your hand.",Ritual,,https://images.ygoprodeck.com/images/cards/60365591.jpg,31217
9553,Shine Palace,Spell Card,Equip only to a LIGHT monster. It gains 700 ATK.,Equip,,https://images.ygoprodeck.com/images/cards/82878489.jpg,19079
9556,Shining Draw,Spell Card,"To activate this card, you must draw it for your normal draw in your Draw Phase, reveal it, and keep it revealed until the Main Phase 1. During your Main Phase 1 that same turn: You can target 1 ""Utopia"" Xyz Monster you control, then activate 1 of these effects;
● Equip any number of ""ZW -"" monsters with different names from your Deck/Extra Deck to it.
● Special Summon from your Extra Deck, 1 ""Utopia"" Xyz Monster with a different name from that target, by using that target as material. (This is treated as an Xyz Summon. Transfer its materials to the Summoned monster.)",Normal,Utopia,https://images.ygoprodeck.com/images/cards/35906693.jpg,48534
9559,Shining Hope Road,Spell Card,"Target 3 monsters in your Graveyard; Special Summon all 3, but their effects are negated. Immediately after this effect resolves, Xyz Summon 1 ""Utopia"" or ""Utopic"" Xyz Monster using only those 3 monsters. You cannot Special Summon other monsters during the turn you activate this card.",Normal,Utopia,https://images.ygoprodeck.com/images/cards/62829077.jpg,20665
9569,Shinobird Power Spot,Spell Card,"Spirit monsters you control gain 500 ATK and DEF. If a face-up WIND monster(s) you control returns to your hand (except during the Damage Step): You can add 1 Spirit monster or Ritual Spell Card from your Deck to your hand. You can only use this effect of ""Shinobird Power Spot"" once per turn.",Continuous,Shinobird,https://images.ygoprodeck.com/images/cards/9553721.jpg,19250
9572,Shinobird's Calling,Spell Card,"This card is used to Ritual Summon ""Shinobaroness Peacock"" or ""Shinobaron Peacock"". You must also Tribute monsters from your hand or field and/or banish Spirit monsters from your Graveyard, whose total Levels equal or exceed the Level of the Ritual Monster you Ritual Summon.",Ritual,Shinobird,https://images.ygoprodeck.com/images/cards/73055622.jpg,47349
9588,Shiranui Style Solemnity,Spell Card,"This card's name becomes ""Shiranui Style Synthesis"" while in the Spell & Trap Zone. Once per turn, you can activate 1 of these effects.
● Banish 1 Zombie monster from your GY; the Normal and Special Summons of your Zombie monsters cannot be negated for the rest of this turn (even if this card leaves the field).
● Target 1 Zombie monster you control; banish it, then you can send 1 Zombie monster with 0 DEF from your Deck to the GY.",Continuous,Shiranui,https://images.ygoprodeck.com/images/cards/40364916.jpg,61402
9591,Shiranui Style Synthesis,Spell Card,"Once per turn, if you control no monsters: You can send 1 card from your hand to the Graveyard, then activate 1 of these effects.
● Target 1 Zombie-Type monster with 0 DEF in your Graveyard; Special Summon it.
● Target 1 of your banished Zombie-Type monsters with 0 DEF; return it to the Graveyard.
You can only activate 1 ""Shiranui Style Synthesis"" per turn.",Field,Shiranui,https://images.ygoprodeck.com/images/cards/40005099.jpg,39640
9596,Shock Surprise,Spell Card,"Banish up to 2 ""Speedroid"" monsters from your Graveyard, then target that many cards on the field; destroy them.",Normal,Roid,https://images.ygoprodeck.com/images/cards/15609017.jpg,21218
9605,Shooting Star Bow - Ceal,Spell Card,"The equipped monster loses 1000 ATK, but it can attack your opponent directly.",Equip,Guardian,https://images.ygoprodeck.com/images/cards/95638658.jpg,53921
9611,Short Circuit,Spell Card,"Activate only if you control 3 or more ""Batteryman"" monsters. Destroy all cards your opponent controls.",Normal,Batteryman,https://images.ygoprodeck.com/images/cards/75967082.jpg,27400
9615,Shrine of Mist Valley,Spell Card,"Once per turn, when a WIND monster(s) is destroyed by a card effect and sent to your Graveyard (except during the Damage Step): You can Special Summon 1 Level 3 or lower WIND monster from your hand or Deck. Its effects are negated.",Field,Mist Valley,https://images.ygoprodeck.com/images/cards/4215636.jpg,13531
9616,Shrink,Spell Card,Target 1 face-up monster on the field; its original ATK becomes halved until the end of this turn.,Quick-Play,,https://images.ygoprodeck.com/images/cards/55713623.jpg,73742
9617,Shuffle Reborn,Spell Card,"If you control no monsters: Target 1 monster in your GY; Special Summon it, but it has its effects negated, also banish it during the End Phase. You can banish this card from your GY, then target 1 card you control; shuffle it into the Deck, then draw 1 card, also during the End Phase of this turn, banish 1 card from your hand. You can only use this effect of ""Shuffle Reborn"" once per turn.",Normal,,https://images.ygoprodeck.com/images/cards/14816688.jpg,23466
