,type,atk,def,level,scale,linkval,views,image_url
9081,Effect Monster,100.0,100.0,1.0,,,12354,https://images.ygoprodeck.com/images/cards/13478040.jpg
9082,Normal Monster,1600.0,1000.0,4.0,,,24251,https://images.ygoprodeck.com/images/cards/91939608.jpg
9083,Effect Monster,1500.0,200.0,3.0,,,22734,https://images.ygoprodeck.com/images/cards/44640691.jpg
9084,Tuner Monster,1700.0,100.0,4.0,,,71102,https://images.ygoprodeck.com/images/cards/67127799.jpg
9085,Effect Monster,1700.0,300.0,4.0,,,606,https://images.ygoprodeck.com/images/cards/77189532.jpg
9086,Effect Monster,0.0,2100.0,4.0,,,343935,https://images.ygoprodeck.com/images/cards/5969957.jpg
9087,Tuner Monster,0.0,0.0,1.0,,,472066,https://images.ygoprodeck.com/images/cards/48355999.jpg
9088,Tuner Monster,1600.0,1000.0,4.0,,,701227,https://images.ygoprodeck.com/images/cards/68464358.jpg
9090,Effect Monster,100.0,2000.0,2.0,,,286836,https://images.ygoprodeck.com/images/cards/1357146.jpg
9092,Effect Monster,1000.0,800.0,3.0,,,12966,https://images.ygoprodeck.com/images/cards/86028783.jpg
9094,Normal Monster,900.0,800.0,3.0,,,91429,https://images.ygoprodeck.com/images/cards/39004808.jpg
9096,Effect Monster,2900.0,2400.0,8.0,,,28131,https://images.ygoprodeck.com/images/cards/81146288.jpg
9097,Effect Monster,1000.0,100.0,3.0,,,37878,https://images.ygoprodeck.com/images/cards/51852507.jpg
9100,Effect Monster,600.0,1200.0,3.0,,,60785,https://images.ygoprodeck.com/images/cards/44125452.jpg
9101,Tuner Monster,800.0,600.0,3.0,,,146719,https://images.ygoprodeck.com/images/cards/29177818.jpg
9102,Effect Monster,800.0,800.0,1.0,,,130191,https://images.ygoprodeck.com/images/cards/89252157.jpg
9103,Effect Monster,1800.0,200.0,4.0,,,38446,https://images.ygoprodeck.com/images/cards/96385345.jpg
9104,Effect Monster,1200.0,800.0,3.0,,,81645,https://images.ygoprodeck.com/images/cards/58062306.jpg
9105,Effect Monster,1700.0,200.0,4.0,,,101,https://images.ygoprodeck.com/images/cards/2752099.jpg
9106,Fusion Monster,2000.0,1800.0,6.0,,,12763,https://images.ygoprodeck.com/images/cards/32485271.jpg
9107,Effect Monster,2200.0,1200.0,6.0,,,36337,https://images.ygoprodeck.com/images/cards/41160533.jpg
9109,Effect Monster,1600.0,1000.0,4.0,,,33303,https://images.ygoprodeck.com/images/cards/23087070.jpg
9110,Tuner Monster,1600.0,600.0,4.0,,,47494,https://images.ygoprodeck.com/images/cards/1557341.jpg
9111,Effect Monster,1000.0,2000.0,4.0,,,82295,https://images.ygoprodeck.com/images/cards/46303688.jpg
9113,Tuner Monster,1600.0,1200.0,3.0,,,135632,https://images.ygoprodeck.com/images/cards/93708824.jpg
9116,Effect Monster,1700.0,1200.0,4.0,,,55792,https://images.ygoprodeck.com/images/cards/54040221.jpg
9118,Normal Monster,1900.0,2200.0,6.0,,,12053,https://images.ygoprodeck.com/images/cards/39239728.jpg
9119,Effect Monster,1600.0,1700.0,4.0,,,64890,https://images.ygoprodeck.com/images/cards/16509093.jpg
9120,Effect Monster,1300.0,800.0,3.0,,,21714,https://images.ygoprodeck.com/images/cards/68280530.jpg
9121,Effect Monster,2000.0,2000.0,5.0,,,18397,https://images.ygoprodeck.com/images/cards/66661678.jpg
9122,Effect Monster,0.0,2000.0,4.0,,,281775,https://images.ygoprodeck.com/images/cards/70791313.jpg
9127,Effect Monster,2400.0,1350.0,6.0,,,461,https://images.ygoprodeck.com/images/cards/11020863.jpg
9129,Tuner Monster,1700.0,1200.0,4.0,,,18348,https://images.ygoprodeck.com/images/cards/37953640.jpg
9132,Tuner Monster,100.0,2100.0,3.0,,,68537,https://images.ygoprodeck.com/images/cards/734741.jpg
9133,Synchro Monster,3200.0,2400.0,10.0,,,214100,https://images.ygoprodeck.com/images/cards/40139997.jpg
9134,Tuner Monster,800.0,1700.0,1.0,,,56176,https://images.ygoprodeck.com/images/cards/29107423.jpg
9135,Normal Monster,1800.0,1600.0,5.0,,,24687,https://images.ygoprodeck.com/images/cards/26378150.jpg
9136,Effect Monster,1800.0,1000.0,4.0,,,104065,https://images.ygoprodeck.com/images/cards/24919805.jpg
9137,Ritual Effect Monster,1700.0,1000.0,4.0,,,50943,https://images.ygoprodeck.com/images/cards/50139096.jpg
9138,Ritual Effect Monster,2300.0,2000.0,8.0,,,47944,https://images.ygoprodeck.com/images/cards/46427957.jpg
9139,Ritual Effect Monster,2900.0,3000.0,10.0,,,106348,https://images.ygoprodeck.com/images/cards/13518809.jpg
9142,Fusion Monster,3000.0,2000.0,8.0,,,103249,https://images.ygoprodeck.com/images/cards/1516510.jpg
9154,Effect Monster,300.0,1200.0,2.0,,,38787,https://images.ygoprodeck.com/images/cards/36736723.jpg
9156,Flip Effect Monster,200.0,100.0,2.0,,,100591,https://images.ygoprodeck.com/images/cards/21502796.jpg
9157,Effect Monster,200.0,100.0,2.0,,,56617,https://images.ygoprodeck.com/images/cards/83550869.jpg
9158,Effect Monster,2400.0,2000.0,6.0,,,80455,https://images.ygoprodeck.com/images/cards/57281778.jpg
9159,Effect Monster,2900.0,1200.0,8.0,,,17127,https://images.ygoprodeck.com/images/cards/63737050.jpg
9160,Fusion Monster,2000.0,1200.0,6.0,,,54536,https://images.ygoprodeck.com/images/cards/49868263.jpg
9161,Normal Monster,1000.0,500.0,3.0,,,14366,https://images.ygoprodeck.com/images/cards/15303296.jpg
9162,Effect Monster,800.0,500.0,2.0,,,59266,https://images.ygoprodeck.com/images/cards/42647539.jpg
9163,Normal Monster,1600.0,1200.0,4.0,,,161966,https://images.ygoprodeck.com/images/cards/24611934.jpg
9164,Normal Monster,2200.0,2600.0,7.0,,,98990,https://images.ygoprodeck.com/images/cards/2964201.jpg
9167,Effect Monster,1600.0,2100.0,5.0,,,14475,https://images.ygoprodeck.com/images/cards/65479980.jpg
9168,Effect Monster,1500.0,1300.0,4.0,,,19970,https://images.ygoprodeck.com/images/cards/91864689.jpg
9169,Effect Monster,2000.0,1400.0,5.0,,,31543,https://images.ygoprodeck.com/images/cards/21368442.jpg
9170,Link Monster,2600.0,,,,3.0,24073,https://images.ygoprodeck.com/images/cards/35334193.jpg
9171,Effect Monster,2400.0,2500.0,6.0,,,10060,https://images.ygoprodeck.com/images/cards/27383719.jpg
9172,Link Monster,800.0,,,,1.0,0,https://images.ygoprodeck.com/images/cards/20515672.jpg
9173,Effect Monster,1800.0,1000.0,4.0,,,19962,https://images.ygoprodeck.com/images/cards/95974848.jpg
9174,Effect Monster,2200.0,2000.0,6.0,,,29062,https://images.ygoprodeck.com/images/cards/58363151.jpg
9175,Effect Monster,1000.0,1500.0,3.0,,,11684,https://images.ygoprodeck.com/images/cards/58589739.jpg
9176,Effect Monster,800.0,1000.0,2.0,,,34148,https://images.ygoprodeck.com/images/cards/22180094.jpg
9177,Effect Monster,0.0,0.0,1.0,,,11259,https://images.ygoprodeck.com/images/cards/53782828.jpg
9180,Effect Monster,0.0,1800.0,5.0,,,55959,https://images.ygoprodeck.com/images/cards/67218327.jpg
9181,Effect Monster,1500.0,1600.0,4.0,,,10903,https://images.ygoprodeck.com/images/cards/94096018.jpg
9182,Link Monster,1900.0,,,,2.0,85920,https://images.ygoprodeck.com/images/cards/1322368.jpg
9184,Effect Monster,100.0,100.0,1.0,,,63084,https://images.ygoprodeck.com/images/cards/4474060.jpg
9186,Effect Monster,1000.0,1000.0,4.0,,,50009,https://images.ygoprodeck.com/images/cards/37433748.jpg
9191,Effect Monster,1200.0,2800.0,7.0,,,63633,https://images.ygoprodeck.com/images/cards/91258852.jpg
9192,Effect Monster,500.0,400.0,1.0,,,53932,https://images.ygoprodeck.com/images/cards/78080961.jpg
9194,Effect Monster,2800.0,1200.0,8.0,,,67583,https://images.ygoprodeck.com/images/cards/35699.jpg
9195,Effect Monster,1900.0,1200.0,4.0,,,89634,https://images.ygoprodeck.com/images/cards/41091257.jpg
9196,Effect Monster,1900.0,1500.0,4.0,,,56917,https://images.ygoprodeck.com/images/cards/20584712.jpg
9197,Effect Monster,1800.0,1100.0,4.0,,,28941,https://images.ygoprodeck.com/images/cards/12927849.jpg
9198,Pendulum Effect Monster,1400.0,1300.0,3.0,7.0,,12458,https://images.ygoprodeck.com/images/cards/46999905.jpg
9199,Effect Monster,600.0,400.0,2.0,,,14063,https://images.ygoprodeck.com/images/cards/45282603.jpg
9201,Effect Monster,2400.0,600.0,6.0,,,30614,https://images.ygoprodeck.com/images/cards/49645921.jpg
9204,Effect Monster,1600.0,1200.0,4.0,,,27990,https://images.ygoprodeck.com/images/cards/63193879.jpg
9207,Normal Monster,1900.0,500.0,4.0,,,60291,https://images.ygoprodeck.com/images/cards/37265642.jpg
9208,Effect Monster,2800.0,2300.0,9.0,,,108588,https://images.ygoprodeck.com/images/cards/16261341.jpg
9209,Effect Monster,1600.0,400.0,4.0,,,68514,https://images.ygoprodeck.com/images/cards/30914564.jpg
9210,XYZ Monster,2200.0,2200.0,5.0,,,87504,https://images.ygoprodeck.com/images/cards/10613952.jpg
9211,XYZ Monster,1500.0,2500.0,4.0,,,78736,https://images.ygoprodeck.com/images/cards/78876707.jpg
9212,Effect Monster,2400.0,1600.0,8.0,,,153172,https://images.ygoprodeck.com/images/cards/61441708.jpg
9215,XYZ Monster,1900.0,2000.0,4.0,,,405,https://images.ygoprodeck.com/images/cards/62967433.jpg
9216,Spirit Monster,1600.0,1200.0,4.0,,,11771,https://images.ygoprodeck.com/images/cards/44877690.jpg
9218,XYZ Monster,2600.0,1900.0,9.0,,,118629,https://images.ygoprodeck.com/images/cards/9349094.jpg
9219,Effect Monster,0.0,0.0,10.0,,,35252,https://images.ygoprodeck.com/images/cards/65314286.jpg
9221,Ritual Effect Monster,2500.0,2400.0,6.0,,,50428,https://images.ygoprodeck.com/images/cards/56350972.jpg
9223,Effect Monster,1400.0,1000.0,4.0,,,12990,https://images.ygoprodeck.com/images/cards/26669055.jpg
9224,Effect Monster,1400.0,1000.0,4.0,,,14770,https://images.ygoprodeck.com/images/cards/62054060.jpg
9225,Tuner Monster,0.0,1500.0,1.0,,,1145761,https://images.ygoprodeck.com/images/cards/8240199.jpg
9227,Normal Monster,600.0,1500.0,3.0,,,83892,https://images.ygoprodeck.com/images/cards/66602787.jpg
9228,Effect Monster,1200.0,2400.0,5.0,,,54840,https://images.ygoprodeck.com/images/cards/93738004.jpg
9229,Pendulum Effect Monster,1100.0,1100.0,4.0,1.0,,9109,https://images.ygoprodeck.com/images/cards/15130912.jpg
9230,Spirit Monster,400.0,900.0,4.0,,,0,https://images.ygoprodeck.com/images/cards/67972302.jpg
9233,Link Monster,0.0,,,,1.0,1174855,https://images.ygoprodeck.com/images/cards/60303245.jpg
9234,Link Monster,500.0,,,,1.0,339508,https://images.ygoprodeck.com/images/cards/14812471.jpg
9235,Effect Monster,2800.0,1000.0,8.0,,,54152,https://images.ygoprodeck.com/images/cards/25166510.jpg
9236,XYZ Monster,2300.0,1200.0,4.0,,,56002,https://images.ygoprodeck.com/images/cards/9608555.jpg
9240,Effect Monster,1000.0,200.0,3.0,,,46374,https://images.ygoprodeck.com/images/cards/71861848.jpg
9241,Ritual Effect Monster,2800.0,2000.0,8.0,,,41667,https://images.ygoprodeck.com/images/cards/16313112.jpg
9242,Effect Monster,1200.0,1600.0,4.0,,,209937,https://images.ygoprodeck.com/images/cards/20618081.jpg
9243,Effect Monster,1600.0,200.0,3.0,,,35331,https://images.ygoprodeck.com/images/cards/49094491.jpg
9244,Effect Monster,1800.0,200.0,4.0,,,155032,https://images.ygoprodeck.com/images/cards/89662401.jpg
9245,Effect Monster,1200.0,1000.0,3.0,,,45581,https://images.ygoprodeck.com/images/cards/86962245.jpg
9246,Effect Monster,1000.0,1200.0,3.0,,,309327,https://images.ygoprodeck.com/images/cards/94620082.jpg
9247,Effect Monster,1500.0,1000.0,3.0,,,242433,https://images.ygoprodeck.com/images/cards/26889158.jpg
9249,Link Monster,2300.0,,,,3.0,305382,https://images.ygoprodeck.com/images/cards/41463181.jpg
9250,Effect Monster,1800.0,1200.0,4.0,,,272813,https://images.ygoprodeck.com/images/cards/56003780.jpg
9251,Effect Monster,800.0,600.0,2.0,,,71748,https://images.ygoprodeck.com/images/cards/67225377.jpg
9252,XYZ Monster,2000.0,900.0,3.0,,,170804,https://images.ygoprodeck.com/images/cards/87327776.jpg
9253,Effect Monster,0.0,0.0,1.0,,,63059,https://images.ygoprodeck.com/images/cards/89484053.jpg
9254,Effect Monster,2000.0,1000.0,5.0,,,37707,https://images.ygoprodeck.com/images/cards/59577547.jpg
9255,Link Monster,2800.0,,,,4.0,98973,https://images.ygoprodeck.com/images/cards/31313405.jpg
9256,Effect Monster,400.0,800.0,1.0,,,39098,https://images.ygoprodeck.com/images/cards/53490455.jpg
9261,Effect Monster,1000.0,1500.0,3.0,,,315116,https://images.ygoprodeck.com/images/cards/52277807.jpg
9262,Link Monster,1800.0,,,,2.0,365539,https://images.ygoprodeck.com/images/cards/87871125.jpg
9264,Fusion Monster,2800.0,2000.0,8.0,,,347618,https://images.ygoprodeck.com/images/cards/37261776.jpg
9265,Effect Monster,1700.0,1000.0,4.0,,,33679,https://images.ygoprodeck.com/images/cards/13173832.jpg
9266,Effect Monster,1500.0,100.0,4.0,,,13000,https://images.ygoprodeck.com/images/cards/44161893.jpg
9270,Effect Monster,1900.0,1600.0,5.0,,,12617,https://images.ygoprodeck.com/images/cards/41705642.jpg
9271,Effect Monster,2200.0,2100.0,6.0,,,29125,https://images.ygoprodeck.com/images/cards/62306203.jpg
9273,Effect Monster,0.0,0.0,1.0,,,14557,https://images.ygoprodeck.com/images/cards/33750025.jpg
9274,Effect Monster,200.0,100.0,2.0,,,4313,https://images.ygoprodeck.com/images/cards/72237166.jpg
9275,Effect Monster,0.0,0.0,1.0,,,26751,https://images.ygoprodeck.com/images/cards/5592689.jpg
9276,Synchro Monster,100.0,2600.0,5.0,,,84742,https://images.ygoprodeck.com/images/cards/29143726.jpg
9277,Pendulum Effect Monster,1800.0,1200.0,4.0,3.0,,11394,https://images.ygoprodeck.com/images/cards/93124273.jpg
9278,Synchro Monster,2600.0,1400.0,7.0,,,38908,https://images.ygoprodeck.com/images/cards/40509732.jpg
9279,Effect Monster,1700.0,0.0,4.0,,,89953,https://images.ygoprodeck.com/images/cards/68989981.jpg
9280,Effect Monster,1600.0,1200.0,4.0,,,5902,https://images.ygoprodeck.com/images/cards/14344682.jpg
9281,Effect Monster,1800.0,1500.0,4.0,,,12394,https://images.ygoprodeck.com/images/cards/64926005.jpg
9282,Link Monster,3000.0,,,,5.0,17903,https://images.ygoprodeck.com/images/cards/662853.jpg
9283,Effect Monster,300.0,1600.0,3.0,,,42920,https://images.ygoprodeck.com/images/cards/50593156.jpg
9284,Effect Monster,1000.0,2000.0,4.0,,,28678,https://images.ygoprodeck.com/images/cards/73648243.jpg
9285,Normal Monster,1300.0,1600.0,5.0,,,162391,https://images.ygoprodeck.com/images/cards/73051941.jpg
9286,Effect Monster,4000.0,4000.0,10.0,,,158537,https://images.ygoprodeck.com/images/cards/33015627.jpg
9287,Effect Monster,2600.0,2200.0,7.0,,,80461,https://images.ygoprodeck.com/images/cards/25955164.jpg
9288,Effect Monster,1000.0,600.0,3.0,,,701649,https://images.ygoprodeck.com/images/cards/26202165.jpg
9290,Effect Monster,1200.0,2500.0,6.0,,,63059,https://images.ygoprodeck.com/images/cards/46565218.jpg
9291,Fusion Monster,2100.0,1800.0,6.0,,,55460,https://images.ygoprodeck.com/images/cards/53539634.jpg
9295,Link Monster,2800.0,,,,4.0,1729571,https://images.ygoprodeck.com/images/cards/74997493.jpg
9297,Effect Monster,500.0,800.0,2.0,,,33902,https://images.ygoprodeck.com/images/cards/16222645.jpg
9298,Effect Monster,200.0,300.0,1.0,,,39355,https://images.ygoprodeck.com/images/cards/11760174.jpg
9299,Effect Monster,1000.0,1000.0,3.0,,,34764,https://images.ygoprodeck.com/images/cards/77379481.jpg
9300,Effect Monster,1200.0,1200.0,4.0,,,43137,https://images.ygoprodeck.com/images/cards/64538655.jpg
9301,Effect Monster,1400.0,1800.0,4.0,,,26848,https://images.ygoprodeck.com/images/cards/65056481.jpg
9302,Effect Monster,1700.0,1300.0,4.0,,,69485,https://images.ygoprodeck.com/images/cards/2273734.jpg
9303,Effect Monster,700.0,1900.0,4.0,,,16079,https://images.ygoprodeck.com/images/cards/26057276.jpg
9304,Effect Monster,1100.0,2000.0,4.0,,,15198,https://images.ygoprodeck.com/images/cards/86466163.jpg
9305,Effect Monster,1500.0,1000.0,4.0,,,63846,https://images.ygoprodeck.com/images/cards/75878039.jpg
9306,Effect Monster,1300.0,1200.0,4.0,,,18735,https://images.ygoprodeck.com/images/cards/99668578.jpg
9307,Effect Monster,1900.0,700.0,4.0,,,17689,https://images.ygoprodeck.com/images/cards/13851202.jpg
9308,Effect Monster,1600.0,900.0,4.0,,,19891,https://images.ygoprodeck.com/images/cards/63274863.jpg
9310,Effect Monster,1800.0,1000.0,4.0,,,68387,https://images.ygoprodeck.com/images/cards/1050186.jpg
9311,Effect Monster,1200.0,1600.0,4.0,,,60077,https://images.ygoprodeck.com/images/cards/38667773.jpg
9312,Pendulum Effect Monster,0.0,2100.0,4.0,1.0,,41818,https://images.ygoprodeck.com/images/cards/96223501.jpg
9313,Effect Monster,0.0,0.0,5.0,,,23269,https://images.ygoprodeck.com/images/cards/50400231.jpg
9314,Effect Monster,700.0,100.0,2.0,,,204622,https://images.ygoprodeck.com/images/cards/57458399.jpg
9315,Synchro Monster,2500.0,2000.0,10.0,,,277108,https://images.ygoprodeck.com/images/cards/84664085.jpg
9316,Effect Monster,2900.0,0.0,8.0,,,16721,https://images.ygoprodeck.com/images/cards/85032782.jpg
9317,Ritual Effect Monster,2600.0,2800.0,7.0,,,378823,https://images.ygoprodeck.com/images/cards/4810828.jpg
9318,Effect Monster,1500.0,3000.0,8.0,,,23267,https://images.ygoprodeck.com/images/cards/41753322.jpg
9320,Effect Monster,0.0,0.0,1.0,,,5505,https://images.ygoprodeck.com/images/cards/75198893.jpg
9321,Tuner Monster,0.0,0.0,1.0,,,341515,https://images.ygoprodeck.com/images/cards/67284107.jpg
9323,Effect Monster,2300.0,0.0,6.0,,,6774,https://images.ygoprodeck.com/images/cards/1855886.jpg
9324,Effect Monster,0.0,2000.0,3.0,,,27024,https://images.ygoprodeck.com/images/cards/46877100.jpg
9327,Effect Monster,0.0,1300.0,3.0,,,32156,https://images.ygoprodeck.com/images/cards/83488497.jpg
9328,Effect Monster,0.0,1700.0,3.0,,,26583,https://images.ygoprodeck.com/images/cards/19882096.jpg
9331,Effect Monster,0.0,2600.0,7.0,,,15877,https://images.ygoprodeck.com/images/cards/78534861.jpg
9332,Link Monster,500.0,,,,1.0,33847,https://images.ygoprodeck.com/images/cards/53776969.jpg
9333,Effect Monster,1500.0,2100.0,4.0,,,46344,https://images.ygoprodeck.com/images/cards/82361809.jpg
9336,Link Monster,3000.0,,,,3.0,38786,https://images.ygoprodeck.com/images/cards/59120809.jpg
9339,Synchro Monster,3000.0,2500.0,8.0,,,600764,https://images.ygoprodeck.com/images/cards/80666118.jpg
9340,Effect Monster,800.0,2000.0,3.0,,,311175,https://images.ygoprodeck.com/images/cards/84764038.jpg
9341,Effect Monster,500.0,500.0,2.0,,,44794,https://images.ygoprodeck.com/images/cards/5498296.jpg
9342,Synchro Monster,2100.0,1000.0,5.0,,,28940,https://images.ygoprodeck.com/images/cards/45298492.jpg
9343,Effect Monster,1800.0,2300.0,6.0,,,26789,https://images.ygoprodeck.com/images/cards/68087897.jpg
9345,Fusion Monster,2400.0,2000.0,6.0,,,49658,https://images.ygoprodeck.com/images/cards/57594700.jpg
9346,Effect Monster,2000.0,0.0,8.0,,,65581,https://images.ygoprodeck.com/images/cards/6930746.jpg
9347,Normal Monster,800.0,800.0,3.0,,,28826,https://images.ygoprodeck.com/images/cards/67532912.jpg
9348,Effect Monster,200.0,200.0,2.0,,,37654,https://images.ygoprodeck.com/images/cards/41767843.jpg
9351,Synchro Monster,2700.0,1800.0,7.0,,,37980,https://images.ygoprodeck.com/images/cards/45815891.jpg
9352,Tuner Monster,1600.0,1300.0,4.0,,,30932,https://images.ygoprodeck.com/images/cards/19139516.jpg
9353,Effect Monster,2100.0,700.0,6.0,,,19856,https://images.ygoprodeck.com/images/cards/51555725.jpg
9354,Effect Monster,1700.0,500.0,4.0,,,136037,https://images.ygoprodeck.com/images/cards/56746202.jpg
9356,Synchro Monster,2800.0,2000.0,8.0,,,131631,https://images.ygoprodeck.com/images/cards/76774528.jpg
9359,Tuner Monster,0.0,500.0,3.0,,,37618,https://images.ygoprodeck.com/images/cards/83135907.jpg
9360,Effect Monster,2300.0,1400.0,5.0,,,185438,https://images.ygoprodeck.com/images/cards/82012319.jpg
9361,Effect Monster,1600.0,400.0,3.0,,,10514,https://images.ygoprodeck.com/images/cards/55624610.jpg
9362,Effect Monster,2000.0,1000.0,4.0,,,12180,https://images.ygoprodeck.com/images/cards/97000273.jpg
9364,Tuner Monster,0.0,0.0,1.0,,,14618,https://images.ygoprodeck.com/images/cards/67038874.jpg
9365,Tuner Monster,1700.0,1100.0,4.0,,,27769,https://images.ygoprodeck.com/images/cards/64550682.jpg
9367,Tuner Monster,1400.0,1000.0,4.0,,,243548,https://images.ygoprodeck.com/images/cards/80529459.jpg
9368,Effect Monster,900.0,1200.0,3.0,,,324206,https://images.ygoprodeck.com/images/cards/4334811.jpg
9369,Effect Monster,100.0,300.0,1.0,,,24856,https://images.ygoprodeck.com/images/cards/92901944.jpg
9370,Effect Monster,2100.0,0.0,4.0,,,25866,https://images.ygoprodeck.com/images/cards/69155991.jpg
9372,Tuner Monster,2100.0,700.0,5.0,,,15870,https://images.ygoprodeck.com/images/cards/65503206.jpg
9373,Synchro Monster,3000.0,2200.0,9.0,,,41381,https://images.ygoprodeck.com/images/cards/50278554.jpg
9374,Tuner Monster,500.0,100.0,2.0,,,22512,https://images.ygoprodeck.com/images/cards/32761286.jpg
9375,Link Monster,1700.0,,,,2.0,172095,https://images.ygoprodeck.com/images/cards/47363932.jpg
9383,Effect Monster,1000.0,2000.0,4.0,,,16373,https://images.ygoprodeck.com/images/cards/12152769.jpg
9386,Effect Monster,1500.0,1500.0,5.0,,,55515,https://images.ygoprodeck.com/images/cards/56161953.jpg
9387,Effect Monster,300.0,2100.0,3.0,,,208622,https://images.ygoprodeck.com/images/cards/53309998.jpg
9388,Synchro Monster,2300.0,1800.0,5.0,,,29448,https://images.ygoprodeck.com/images/cards/76891401.jpg
9389,Pendulum Normal Monster,200.0,2100.0,3.0,7.0,,43134,https://images.ygoprodeck.com/images/cards/82114013.jpg
9390,Normal Monster,1100.0,1300.0,4.0,,,4497,https://images.ygoprodeck.com/images/cards/71746462.jpg
9391,Normal Monster,2000.0,1700.0,6.0,,,5657,https://images.ygoprodeck.com/images/cards/23659124.jpg
9392,Effect Monster,100.0,1600.0,2.0,,,32043,https://images.ygoprodeck.com/images/cards/87685879.jpg
9393,Effect Monster,1300.0,1000.0,5.0,,,16431,https://images.ygoprodeck.com/images/cards/22842214.jpg
9395,Fusion Monster,2200.0,1800.0,5.0,,,375513,https://images.ygoprodeck.com/images/cards/96334243.jpg
9396,Normal Monster,1800.0,1500.0,4.0,,,38331,https://images.ygoprodeck.com/images/cards/42071342.jpg
9401,Effect Monster,1600.0,1000.0,4.0,,,125651,https://images.ygoprodeck.com/images/cards/20345391.jpg
9406,Normal Monster,1100.0,900.0,3.0,,,13397,https://images.ygoprodeck.com/images/cards/2468169.jpg
9407,Effect Monster,1600.0,1200.0,4.0,,,12805,https://images.ygoprodeck.com/images/cards/80885324.jpg
9408,Flip Effect Monster,1000.0,1000.0,3.0,,,18082,https://images.ygoprodeck.com/images/cards/67646312.jpg
9411,Effect Monster,1000.0,500.0,3.0,,,10894,https://images.ygoprodeck.com/images/cards/88032368.jpg
9414,Union Effect Monster,100.0,100.0,1.0,,,37464,https://images.ygoprodeck.com/images/cards/19086954.jpg
9417,Effect Monster,100.0,1600.0,2.0,,,25074,https://images.ygoprodeck.com/images/cards/27527047.jpg
9421,Effect Monster,1800.0,0.0,4.0,,,15820,https://images.ygoprodeck.com/images/cards/24062258.jpg
9422,Effect Monster,0.0,1800.0,4.0,,,7341,https://images.ygoprodeck.com/images/cards/97064649.jpg
9423,Effect Monster,1700.0,1200.0,4.0,,,42601,https://images.ygoprodeck.com/images/cards/70180284.jpg
9424,Tuner Monster,200.0,1800.0,1.0,,,184299,https://images.ygoprodeck.com/images/cards/71207871.jpg
9425,Tuner Monster,500.0,2100.0,2.0,,,86004,https://images.ygoprodeck.com/images/cards/7291576.jpg
9426,Effect Monster,1600.0,1500.0,3.0,,,154566,https://images.ygoprodeck.com/images/cards/44686185.jpg
9427,Effect Monster,1900.0,1000.0,4.0,,,200878,https://images.ygoprodeck.com/images/cards/6579928.jpg
9428,Fusion Monster,2400.0,2400.0,5.0,,,87728,https://images.ygoprodeck.com/images/cards/33964637.jpg
9433,Normal Monster,700.0,500.0,2.0,,,6030,https://images.ygoprodeck.com/images/cards/15507080.jpg
9434,Link Monster,1000.0,,,,1.0,387776,https://images.ygoprodeck.com/images/cards/2220237.jpg
9436,Link Monster,1100.0,,,,2.0,257579,https://images.ygoprodeck.com/images/cards/99111753.jpg
9442,Effect Monster,1600.0,1200.0,3.0,,,12761,https://images.ygoprodeck.com/images/cards/38041940.jpg
9443,Effect Monster,2600.0,2400.0,7.0,,,23690,https://images.ygoprodeck.com/images/cards/15066114.jpg
9444,Effect Monster,1400.0,300.0,3.0,,,17233,https://images.ygoprodeck.com/images/cards/114932.jpg
9446,Normal Monster,2500.0,2300.0,7.0,,,23604,https://images.ygoprodeck.com/images/cards/6740720.jpg
9448,Effect Monster,2400.0,1000.0,6.0,,,43349,https://images.ygoprodeck.com/images/cards/29303524.jpg
9449,Link Monster,1850.0,,,,3.0,786818,https://images.ygoprodeck.com/images/cards/45819647.jpg
9450,Flip Effect Monster,1500.0,1000.0,3.0,,,18778,https://images.ygoprodeck.com/images/cards/6783559.jpg
9454,Normal Monster,2750.0,2500.0,8.0,,,23370,https://images.ygoprodeck.com/images/cards/76232340.jpg
9455,Effect Monster,2300.0,2200.0,6.0,,,25048,https://images.ygoprodeck.com/images/cards/87483942.jpg
9456,Effect Monster,1400.0,1000.0,4.0,,,356478,https://images.ygoprodeck.com/images/cards/23401839.jpg
9457,Effect Monster,2400.0,0.0,7.0,,,730,https://images.ygoprodeck.com/images/cards/62503746.jpg
9460,Normal Monster,1300.0,1000.0,4.0,,,3571,https://images.ygoprodeck.com/images/cards/85448931.jpg
9461,Effect Monster,1300.0,2000.0,3.0,,,131204,https://images.ygoprodeck.com/images/cards/57354389.jpg
9462,Effect Monster,4000.0,4000.0,10.0,,,54164,https://images.ygoprodeck.com/images/cards/8967776.jpg
9463,Link Monster,2100.0,,,,3.0,85715,https://images.ygoprodeck.com/images/cards/91140491.jpg
9464,Effect Monster,400.0,1900.0,4.0,,,24277,https://images.ygoprodeck.com/images/cards/42029847.jpg
9465,Effect Monster,1400.0,1200.0,3.0,,,29768,https://images.ygoprodeck.com/images/cards/98358303.jpg
9466,Effect Monster,1600.0,1300.0,4.0,,,12416,https://images.ygoprodeck.com/images/cards/43359262.jpg
9468,Normal Monster,700.0,600.0,2.0,,,4891,https://images.ygoprodeck.com/images/cards/82742611.jpg
9469,Normal Monster,2350.0,2400.0,7.0,,,64849,https://images.ygoprodeck.com/images/cards/66516792.jpg
9471,Effect Monster,1400.0,2000.0,4.0,,,61319,https://images.ygoprodeck.com/images/cards/71829750.jpg
