,name,type,desc,race,archetype,image_url,views
9089,Roll Out!,Trap Card,Target 1 Union monster in your Graveyard; equip that target to a monster you control that would be an appropriate target for that Union monster's effect.,Normal,,https://images.ygoprodeck.com/images/cards/91597389.jpg,46349
9095,Rope of Life,Trap Card,"When a monster(s) is destroyed by battle and sent to your GY: Discard your entire hand (min.1), then target 1 of those monsters; Special Summon it, and if you do, it gains 800 ATK.",Normal,,https://images.ygoprodeck.com/images/cards/93382620.jpg,35790
9114,Royal Command,Trap Card,"Flip monsters' effects cannot be activated, also their effects are negated.",Continuous,,https://images.ygoprodeck.com/images/cards/33950246.jpg,31385
9115,Royal Decree,Trap Card,Negate all other Trap effects on the field.,Continuous,,https://images.ygoprodeck.com/images/cards/51452091.jpg,299156
9123,Royal Oppression,Trap Card,"Either player can pay 800 Life Points to negate the Special Summon of a monster(s), and/or an effect that Special Summons a monster(s), and destroy those cards.",Continuous,,https://images.ygoprodeck.com/images/cards/93016201.jpg,85248
9125,Royal Prison,Trap Card,Monsters cannot be Special Summoned from the Graveyard.,Continuous,,https://images.ygoprodeck.com/images/cards/26586849.jpg,13991
9128,Royal Surrender,Trap Card,Activate only when your opponent activates a Continuous Trap Card. Negate the activation and the effect of the card and destroy it.,Counter,,https://images.ygoprodeck.com/images/cards/56058888.jpg,28193
9131,Royal Writ of Taxation,Trap Card,"Activate only during your opponent's Standby Phase. Select 1 random card from your opponent's hand and look at it. Unless the selected card or a card with the same name is Normal Summoned or activated by the end of your next turn, inflict 1000 damage to your opponent. If the selected card or a card with the same name is Normal Summoned or activated by the end of your next turn, you take 1000 damage.",Normal,,https://images.ygoprodeck.com/images/cards/86742443.jpg,13690
9166,S-Force Chase,Trap Card,"Target face-up cards your opponent controls, up to the number of ""S-Force"" monsters you control with different names; return them to the hand. If a ""S-Force"" monster you control would banish a card(s) from your hand to activate its effect, you can banish this card from your GY instead. You can only use each effect of ""S-Force Chase"" once per turn.",Normal,S-Force,https://images.ygoprodeck.com/images/cards/55049722.jpg,15807
9179,S-Force Specimen,Trap Card,"If your opponent controls a monster: Target 1 of your ""S-Force"" monsters that is banished or in your GY; Special Summon it to your field in the same column as an opponent's monster. You can banish this card from your GY, then target 1 ""S-Force"" monster you control; move that target to another of your Main Monster Zones. You can only use 1 ""S-Force Specimen"" effect per turn, and only once that turn.",Normal,S-Force,https://images.ygoprodeck.com/images/cards/82977464.jpg,15869
9187,SPYRAL GEAR - Utility Wire,Trap Card,"If you control ""SPYRAL Super Agent"": Target 1 face-up card your opponent controls; place it on top of the Deck. You can only activate 1 ""SPYRAL GEAR - Utility Wire"" per turn.",Normal,SPYRAL,https://images.ygoprodeck.com/images/cards/53989821.jpg,23569
9189,SPYRAL MISSION - Recapture,Trap Card,"Destroy this card during your 3rd End Phase after activation. Once per turn, if a ""SPYRAL"" monster is Special Summoned to your field (except during the Damage Step): You can target 1 monster your opponent controls; take control of it until the End Phase, but it cannot attack directly this turn. If a ""SPYRAL"" monster(s) you control would be destroyed by battle or card effect, you can banish this card from your Graveyard instead of destroying 1 of those ""SPYRAL"" monsters.",Continuous,SPYRAL,https://images.ygoprodeck.com/images/cards/39373426.jpg,10009
9190,SPYRAL MISSION - Rescue,Trap Card,"Destroy this card during your 3rd End Phase after activation. Once per turn: You can target 1 ""SPYRAL"" monster in your GY; add it to your hand. You can banish this card from your GY, then target 1 ""SPYRAL"" monster in your GY; Special Summon it. You can only control 1 ""SPYRAL MISSION - Rescue"".",Continuous,SPYRAL,https://images.ygoprodeck.com/images/cards/9212051.jpg,60681
9202,Saber Hole,Trap Card,"Activate only while you control a face-up ""X-Saber"" monster. Negate the Summon of a monster, and destroy it.",Counter,Hole,https://images.ygoprodeck.com/images/cards/44901281.jpg,13973
9220,Safe Zone,Trap Card,"Activate this card by targeting 1 face-up Attack Position monster on the field; that face-up monster cannot be destroyed by battle or your opponent's card effects, your opponent cannot target it with card effects, also it cannot attack your opponent directly. When this card leaves the field, destroy that monster. When that monster leaves the field, destroy this card.",Continuous,,https://images.ygoprodeck.com/images/cards/38296564.jpg,73992
9231,Sakuretsu Armor,Trap Card,When an opponent's monster declares an attack: Target the attacking monster; destroy that target.,Normal,,https://images.ygoprodeck.com/images/cards/56120475.jpg,190465
9248,Salamangreat Gift,Trap Card,"You can discard 1 ""Salamangreat"" monster; send 1 ""Salamangreat"" monster from your Deck to the GY, then draw 1 card. If you control a ""Salamangreat"" Link Monster that was Link Summoned using a monster with its same name as material: You can discard 1 ""Salamangreat"" monster; draw 2 cards. You can only use 1 ""Salamangreat Gift"" effect per turn, and only once that turn.",Continuous,Salamangreat,https://images.ygoprodeck.com/images/cards/20788863.jpg,37214
9257,Salamangreat Rage,Trap Card,"Activate 1 of these effects.
● Send 1 ""Salamangreat"" monster from your hand or face-up field to the GY, then target 1 card on the field; destroy it.
● Target 1 ""Salamangreat"" Link Monster you control that was Link Summoned using a monster with its same name as material; destroy cards your opponent controls, up to that monster's Link Rating.
You can only activate 1 ""Salamangreat Rage"" per turn.",Normal,Salamangreat,https://images.ygoprodeck.com/images/cards/14934922.jpg,221712
9259,Salamangreat Roar,Trap Card,"When a Spell/Trap Card, or monster effect, is activated while you control a ""Salamangreat"" Link Monster: Negate the activation, and if you do, destroy that card. While this card is in the GY, if a ""Salamangreat"" Link Monster is Link Summoned to your field using a monster with its same name as material: You can Set this card, but banish it when it leaves the field. You can only use 1 ""Salamangreat Roar"" effect per turn, and only once that turn.",Counter,Salamangreat,https://images.ygoprodeck.com/images/cards/51339637.jpg,251174
9268,Sales Pitch,Trap Card,"If your opponent adds a card(s) from the Deck to their hand, except by drawing them, by their card effect: Reveal 1 card from your Deck, and add it to your hand, but you cannot activate cards, or the effects of cards, with that name for the rest of this turn. You can only activate 1 ""Sales Pitch"" per turn.",Normal,,https://images.ygoprodeck.com/images/cards/2971446.jpg,18541
9289,Sanguine Swamp,Trap Card,"If you control any other Spell or Trap Cards, destroy this card. Face-down Spell and Trap Cards cannot be activated. Destroy this card during your 2nd Standby Phase after activation.",Continuous,,https://images.ygoprodeck.com/images/cards/60627999.jpg,10008
9296,Saryuja's Shackles,Trap Card,"Target 1 Link Monster your opponent controls or is in their GY; draw cards equal to its Link Rating, then, if you have 2 or more cards in your hand, place 2 cards from your hand on the bottom of your Deck in any order. You can only activate 1 ""Saryuja's Shackles"" per turn.",Normal,,https://images.ygoprodeck.com/images/cards/11434258.jpg,12851
9325,Scareclaw Alternative,Trap Card,"Tribute 3 ""Scareclaw"" monsters; for the rest of this turn, your opponent can only Special Summon monsters in Defense Position. During your turn: Banish this card from your GY; inflict 100 damage to your opponent for each Defense Position monster on the field. You can only use this effect of ""Scareclaw Alternative"" once per turn.",Normal,Scareclaw,https://images.ygoprodeck.com/images/cards/5941982.jpg,4532
9334,Scareclaw Sclash,Trap Card,"Once per turn: You can target 1 ""Scareclaw"" monster or ""Visas Starfrost"" you control; it can attack while in face-up Defense Position this turn. If it does, apply its ATK or DEF (whichever is higher) for damage calculation. When your opponent activates a card or effect, while you control a ""Scareclaw"" monster in the Extra Monster Zone: You can send this face-up card to the GY; negate that effect. You can only use this effect of ""Scareclaw Sclash"" once per turn.",Continuous,Scareclaw,https://images.ygoprodeck.com/images/cards/79552283.jpg,10343
9337,Scareclaw Twinsaw,Trap Card,"Tribute 1 ""Scareclaw"" monster, then target 2 cards your opponent controls; destroy them, and if you control ""Visas Starfrost"", banish them. If a Link-3 or higher monster is on the field: You can banish this card from your GY; neither player can activate the effects of Link Monsters on the field this turn. You can only activate 1 ""Scareclaw Twinsaw"" per turn.",Normal,Scareclaw,https://images.ygoprodeck.com/images/cards/95245571.jpg,4878
9349,Scramble Egg,Trap Card,"If a monster you control is destroyed by battle or card effect and sent to the GY: You can Special Summon 1 ""Sonic Chick"" from your hand, Deck or GY.",Normal,,https://images.ygoprodeck.com/images/cards/75078585.jpg,10278
9355,Scrap Crash,Trap Card,"Activate only when a ""Scrap"" monster you control is destroyed and sent to the Graveyard. Destroy all face-up Spell/Trap Cards on the field.",Normal,Scrap,https://images.ygoprodeck.com/images/cards/5577649.jpg,10498
9366,Scrap Rage,Trap Card,"Activate only during damage calculation, if a Defense Position ""Scrap"" monster on the field is being attacked. It gains 2000 DEF and is destroyed at the end of the Battle Phase.",Normal,,https://images.ygoprodeck.com/images/cards/59699355.jpg,11720
9376,Scrap-Iron Scarecrow,Trap Card,"When an opponent's monster declares an attack: Target the attacking monster; negate the attack, also, after that, Set this card face-down instead of sending it to the GY.",Normal,,https://images.ygoprodeck.com/images/cards/98427577.jpg,264693
9377,Scrap-Iron Signal,Trap Card,"When your opponent activates a monster effect, while you control a Synchro Monster that lists a Synchro Monster as material: Negate the activation, also, after that, Set this card face-down instead of sending it to the GY. You can only activate 1 ""Scrap-Iron Signal"" per turn.",Counter,,https://images.ygoprodeck.com/images/cards/50947142.jpg,69178
9378,Scrap-Iron Statue,Trap Card,"When a Spell/Trap Card that is already face-up on your opponent's field activates its effect: Destroy that card, also, after that, Set this card face-down instead of sending it to the GY. If this card is sent to the GY: You can target 1 ""Junk"" monster in your GY; Special Summon it in Defense Position. You can only use each effect of ""Scrap-Iron Statue"" once per turn.",Normal,Junk,https://images.ygoprodeck.com/images/cards/48497555.jpg,36138
9381,Screams of the Branded,Trap Card,"If a Fusion Monster is sent to your GY this turn: Special Summon 1 of your Fusion Monsters that is banished or in your GY. During the End Phase, if this card is in the GY because it was sent there to activate the effect of ""Fallen of Albaz"" this turn: You can Set this card. You can only use this effect of ""Screams of the Branded"" once per turn.",Normal,Branded,https://images.ygoprodeck.com/images/cards/67100549.jpg,50325
9384,Scrubbed Raid,Trap Card,"During the Battle Phase, you can send 1 card you control to the Graveyard, except this card, to end the Battle Phase.",Continuous,,https://images.ygoprodeck.com/images/cards/79205581.jpg,23859
9385,Scrum Force,Trap Card,"While you control 2 or more face-up Defense Position monsters, your opponent cannot target Defense Position monsters you control with card effects, and they cannot be destroyed by your opponent's card effects. If this card would be destroyed by card effect, you can destroy 1 card in your Spell & Trap Zone instead.",Continuous,,https://images.ygoprodeck.com/images/cards/20920083.jpg,5616
9397,Sea Stealth Attack,Trap Card,"When this card is activated: You can activate 1 ""Umi"" from your hand or GY. While ""Umi"" is on the field, this face-up card gains these effects.
● Once per turn: You can banish 1 WATER monster you control until the End Phase; this turn, face-up Spells/Traps you control cannot be destroyed by your opponent's card effects (even if this card leaves the field).
● At the start of the Damage Step, if your WATER monster whose original Level is 5 or higher battles an opponent's monster: Destroy that opponent's monster.",Continuous,Umi,https://images.ygoprodeck.com/images/cards/19089195.jpg,143537
9399,Seal of Wickedness,Trap Card,"Once per turn, during your opponent's Standby Phase, select 1 face-up card on the field. The selected card's effect(s) is negated during that turn. During each of your Standby Phases, pay 500 Life Points or destroy this card.",Continuous,,https://images.ygoprodeck.com/images/cards/17874674.jpg,4813
9402,Sealing Ceremony of Katon,Trap Card,Once per turn: You can banish 1 FIRE monster from your Graveyard to target 1 card in your opponent's Graveyard; banish that target.,Continuous,,https://images.ygoprodeck.com/images/cards/52971944.jpg,10216
9403,Sealing Ceremony of Mokuton,Trap Card,"Once per turn, you can Tribute 1 face-up EARTH monster to select up to 2 cards in the opponent's Graveyard, and remove them from play.",Continuous,,https://images.ygoprodeck.com/images/cards/1802450.jpg,7228
9404,Sealing Ceremony of Raiton,Trap Card,Once per turn: You can return 1 face-up WIND monster you control to the bottom of the Main Deck to target up to 2 cards in your opponent's Graveyard; banish those targets.,Continuous,,https://images.ygoprodeck.com/images/cards/42425831.jpg,7476
9405,Sealing Ceremony of Suiton,Trap Card,"Once per turn: You can send 1 WATER monster from your hand to the GY, then target 1 card in your opponent's GY; banish that target.",Continuous,,https://images.ygoprodeck.com/images/cards/81443745.jpg,8931
9413,Second Expedition into Danger!,Trap Card,"Discard 1 card, then target 1 ""Danger!"" monster you control; it gains 500 ATK/DEF until the end of this turn. If this card is in the GY: You can discard 1 ""Danger!"" monster; place this card on the bottom of the Deck, then draw 1 card. You can only use each effect of ""Second Expedition into Danger!"" once per turn.",Continuous,Danger!,https://images.ygoprodeck.com/images/cards/52534264.jpg,19599
9415,Secret Barrel,Trap Card,Inflict 200 damage to your opponent for each card in their hand and for each card they control.,Normal,,https://images.ygoprodeck.com/images/cards/27053506.jpg,243397
9416,Secret Blast,Trap Card,Inflict 300 damage to your opponent for each card they control. If this card you control is destroyed by an opponent's card and sent to your Graveyard: Inflict 1000 damage to your opponent.,Normal,,https://images.ygoprodeck.com/images/cards/18252559.jpg,140718
9432,Secrets of the Gallant,Trap Card,"Select 1 Normal Monster you control. When the selected monster inflicts Battle Damage to your opponent this turn, your opponent discards 2 random cards.",Normal,,https://images.ygoprodeck.com/images/cards/95096437.jpg,13260
9437,Security Orb,Trap Card,When your opponent's monster declares an attack: Target that attacking monster; change that target's battle position. If this Set card is destroyed by your opponent's Spell/Trap effect and sent to the GY: Destroy 1 monster on the field.,Normal,,https://images.ygoprodeck.com/images/cards/26533075.jpg,12825
9445,Seismic Shockwave,Trap Card,Destroy this card during your 3rd Standby Phase after activation. Activate this card when a face-up Dinosaur-Type monster you control is destroyed and sent to the Graveyard (except during the Damage Step): Choose 3 of your opponent's unused Spell & Trap Zones. Those Zones cannot be used. If this card destroys itself: You can target 1 Dinosaur-Type monster in your Graveyard; add that target to your hand.,Continuous,,https://images.ygoprodeck.com/images/cards/79569173.jpg,9590
9451,Self-Destruct Button,Trap Card,You can only activate this card while your Life Points are lower than your opponent's Life Points and the difference is 7000 points or more. Both players' Life Points become 0.,Normal,,https://images.ygoprodeck.com/images/cards/57585212.jpg,34542
9459,Sentence of Doom,Trap Card,"You can target any number of your Fiend monsters that are banished or in your GY, up to the number of ""Destiny Board"" and/or ""Spirit Message"" cards you control; add them to your hand. You can send this card from your Spell & Trap Zone to the GY; place 1 ""Spirit Message"" card from your hand, Deck, or GY in your Spell & Trap Zone. (This is treated as being placed by the effect of ""Destiny Board"".) You can only use 1 ""Sentence of Doom"" effect per turn, and only once that turn.",Continuous,Spirit Message,https://images.ygoprodeck.com/images/cards/40771118.jpg,59595
9470,Serpent Suppression,Trap Card,"Face-up Attack Position monsters with 0 ATK your opponent controls cannot be destroyed by battle with ""Reptilianne"" monsters.",Continuous,Reptilianne,https://images.ygoprodeck.com/images/cards/19451302.jpg,9200
9477,Setuppercut,Trap Card,"When a monster you control is destroyed by battle: Special Summon 1 monster from your hand or Deck with ATK less than or equal to that destroyed monster, in face-down Defense Position. You can only activate 1 ""Setuppercut"" per turn.",Normal,,https://images.ygoprodeck.com/images/cards/19590644.jpg,9496
9480,Seven Tools of the Bandit,Trap Card,"When a Trap Card is activated: Pay 1000 LP; negate the activation, and if you do, destroy it.",Counter,,https://images.ygoprodeck.com/images/cards/3819470.jpg,109410
9482,Seventh Eternity,Trap Card,"Target 1 ""Number"" Xyz Monster you control that has a number between ""101"" and ""107"" in its name, or 1 Xyz Monster you control that has any such monsters as material, then activate 1 of these effects;
● Negate the effects of 1 monster your opponent controls with ATK less than or equal to the targeted monster's ATK, until the end of this turn.
● Detach all materials from the targeted monster, then you can Special Summon 1 ""Number"" Xyz Monster from your GY.
You can only use this effect of ""Seventh Eternity"" once per turn.",Continuous,Seven Emperors,https://images.ygoprodeck.com/images/cards/60158866.jpg,9167
9486,Shaddoll Core,Trap Card,"Special Summon this card as an Effect Monster (Spellcaster/DARK/Level 9/ATK 1450/DEF 1950). (This card is also still a Trap.) If Summoned this way, you can substitute this monster for 1 Fusion Material that lists an Attribute, on a ""Shaddoll"" Fusion Monster Card. If this card is sent to the GY by a card effect: You can target 1 ""Shaddoll"" Spell/Trap in your GY, except ""Shaddoll Core""; add it to your hand.",Continuous,Shaddoll,https://images.ygoprodeck.com/images/cards/4904633.jpg,157163
9492,Shaddoll Schism,Trap Card,"During the Main Phase, you can: Fusion Summon 1 ""Shaddoll"" Fusion Monster from your Extra Deck, by banishing Fusion Materials listed on it from your field or GY, but it cannot attack directly. Then, you can send to the GY 1 monster your opponent controls with the same Attribute as that Fusion Summoned monster. You can only use this effect of ""Shaddoll Schism"" once per turn.",Continuous,Shaddoll,https://images.ygoprodeck.com/images/cards/21011044.jpg,403165
9498,Shadow Impulse,Trap Card,"When a Synchro Monster(s) you control is destroyed by battle or by card effect and sent to the Graveyard: Target 1 of those Synchro Monsters; Special Summon from your Extra Deck, 1 Synchro Monster with the same Level and Type as that monster, but with a different name. You can only activate 1 ""Shadow Impulse"" per turn.",Normal,,https://images.ygoprodeck.com/images/cards/35329581.jpg,12444
9501,Shadow Spell,Trap Card,"Activate this card by targeting 1 face-up monster your opponent controls; it loses 700 ATK, also it cannot attack or change its battle position. When it leaves the field, destroy this card.",Continuous,,https://images.ygoprodeck.com/images/cards/29267084.jpg,69139
9505,Shadow of Eyes,Trap Card,When a monster(s) is Set on your opponent's field: Target 1 of those Set monsters; change that Set monster to face-up Attack Position. (Flip Effects are not activated.),Normal,,https://images.ygoprodeck.com/images/cards/58621589.jpg,75819
9508,Shadow-Imprisoning Mirror,Trap Card,Negate all DARK monster effects activated on the field or in the Graveyard.,Continuous,,https://images.ygoprodeck.com/images/cards/99735427.jpg,47294
9515,Shapesister,Trap Card,"Special Summon this card as a Normal Monster (Fiend-Type/Tuner/EARTH/Level 2/ATK 0/DEF 0). (This card is also still a Trap Card.) You can only activate 1 ""Shapesister"" per turn.",Continuous,,https://images.ygoprodeck.com/images/cards/92099232.jpg,16990
9525,Shattered Axe,Trap Card,"Activate this card by targeting 1 face-up monster on the field. During each of your Standby Phases: It loses 500 ATK. When that target is destroyed, destroy this card.",Continuous,,https://images.ygoprodeck.com/images/cards/12117532.jpg,25487
9533,Shield Handler,Trap Card,"When a card or effect is activated that would destroy a monster on the field (except during the Damage Step): Target 1 Link Monster on each field; negate the effects of your opponent's targeted monster, and if you do, equip this card to your targeted monster. The equipped monster cannot be destroyed by card effects.",Normal,,https://images.ygoprodeck.com/images/cards/93655221.jpg,14730
9534,Shield Spear,Trap Card,Target 1 face-up monster on the field; it gains 400 ATK/DEF until the end of this turn.,Normal,,https://images.ygoprodeck.com/images/cards/3244563.jpg,14769
9543,Shien's Scheme,Trap Card,"If a ""Six Samurai"" monster you control is destroyed by battle: Special Summon up to 2 ""Six Samurai"" monsters from your hand.",Normal,Six Samurai,https://images.ygoprodeck.com/images/cards/77847678.jpg,26241
9548,Shift,Trap Card,"When your opponent targets exactly 1 monster you control (and no other cards) for an attack, or with a Spell/Trap effect: Target another monster you control that would be an appropriate target; that attack/Spell/Trap now targets the new target.",Normal,,https://images.ygoprodeck.com/images/cards/59560625.jpg,73908
9561,Shining Silver Force,Trap Card,Activate only when your opponent activates a Trap Card that inflicts damage. Negate the activation of that card and destroy it and all face-up Spell and Trap Cards your opponent controls.,Counter,,https://images.ygoprodeck.com/images/cards/89563150.jpg,10377
9570,Shinobird Salvation,Trap Card,"If a face-up Spirit monster(s) you control returns to your hand while this card is face-up on the field (except during the Damage Step): You can target 1 card your opponent controls; destroy it. When an opponent's monster declares an attack: You can banish 1 Spirit monster from your Graveyard; negate the attack, then end the Battle Phase. You can only use each effect of ""Shinobird Salvation"" once per turn.",Continuous,Shinobird,https://images.ygoprodeck.com/images/cards/276357.jpg,13736
9587,Shiranui Style Samsara,Trap Card,"This card's name becomes ""Shiranui Style Synthesis"" while it is in the Spell & Trap Zone. Once per turn: You can activate 1 of these effects.
● Banish 1 face-up Zombie-Type monster you control; you take no damage this turn (even if this card leaves the field).
● Target 2 of your banished Zombie-Type monsters with 0 DEF; shuffle them both into the Deck, then draw 1 card.",Continuous,Shiranui,https://images.ygoprodeck.com/images/cards/78765160.jpg,52939
9589,Shiranui Style Success,Trap Card,"Special Summon 1 Zombie monster from your hand, but banish it when it leaves the field. You can banish this card from your GY, then target 1 Zombie monster you control; that Zombie monster is unaffected by card effects this turn, except its own. You can only use 1 ""Shiranui Style Success"" effect per turn, and only once that turn.",Normal,Shiranui,https://images.ygoprodeck.com/images/cards/74798297.jpg,47669
9590,Shiranui Style Swallow's Slash,Trap Card,"Tribute 1 Zombie-Type monster, then target 2 cards on the field; destroy them, then banish 1 ""Shiranui"" monster from your Deck. You can only activate 1 ""Shiranui Style Swallow's Slash"" per turn.",Normal,Shiranui,https://images.ygoprodeck.com/images/cards/4333086.jpg,236756
9604,Shooting Star,Trap Card,"If a ""Stardust"" monster is on the field: Target 1 card on the field; destroy that target.",Normal,,https://images.ygoprodeck.com/images/cards/47264717.jpg,27514
9613,Showdown of the Secret Sense Scroll Techniques,Trap Card,"When your opponent activates a Spell/Trap Card, or monster effect, with the same name as a card in their GY: Negate the activation, and if you do, destroy that card.",Counter,,https://images.ygoprodeck.com/images/cards/92080692.jpg,7045
9622,Side Effects?,Trap Card,"Your opponent draws 1 to 3 cards, then you gain 2000 LP for each card they drew with this effect.",Normal,,https://images.ygoprodeck.com/images/cards/30922149.jpg,51278
9657,Simorgh Sky Battle,Trap Card,"Winged Beast monsters you control cannot be targeted by your opponent's card effects, or their monsters' attacks, except your Winged Beast monster(s) with the highest ATK. You can send to the GY, this card and 2 ""Simorgh"" monsters you control with different original Attributes whose original Levels are 7 or higher; return as many cards on the field to the hand as possible, and if you do, take 500 damage for each card returned to the hand, then inflict damage to your opponent equal to the damage you took. You can only use this effect of ""Simorgh Sky Battle"" once per turn.",Continuous,Simorgh,https://images.ygoprodeck.com/images/cards/57823578.jpg,25099
9668,Simul Archfiends,Trap Card,"This turn, neither player can Special Summon monsters with the same card types (Ritual, Fusion, Synchro, Xyz, or Link) they already control. If you do not control 2 or more of the same card types (Ritual, Fusion, Synchro, Xyz, or Link), all Ritual, Fusion, Synchro, Xyz, and Link Monsters you currently control gain 500 ATK. You can only activate 1 ""Simul Archfiends"" per turn.",Normal,Archfiend,https://images.ygoprodeck.com/images/cards/94423983.jpg,2741
9669,Simultaneous Loss,Trap Card,Each player sends the top card of their Deck to the Graveyard.,Normal,,https://images.ygoprodeck.com/images/cards/92219931.jpg,23606
9672,Sinister Seeds,Trap Card,"When a monster you control is destroyed by a battle in which you took damage, and it was in face-up Attack Position at the start of the Damage Step and when it was destroyed: Special Summon 1 ""Sinister Seed Token"" (Plant-Type/DARK/Level 1/ATK 100/DEF 100) for every 500 points of battle damage you took from that battle.",Normal,,https://images.ygoprodeck.com/images/cards/60406591.jpg,17139
9674,Sinister Shadow Games,Trap Card,"Send 1 ""Shaddoll"" card from your Deck to the GY, then you can change any number of face-down Defense Position ""Shaddoll"" monsters you control to face-up Defense Position.",Normal,Shaddoll,https://images.ygoprodeck.com/images/cards/77505534.jpg,69556
9676,Sinister Yorishiro,Trap Card,"Each turn, 1 Level 5 or higher Fiend monster you Normal Summon can be Summoned without Tributing. If exactly 1 Normal Summoned/Set Level 5 or higher Fiend monster (and no other cards) would be destroyed, you can send this card to the GY instead.",Continuous,,https://images.ygoprodeck.com/images/cards/72497366.jpg,27619
9682,Six Strike - Thunder Blast,Trap Card,"Remove 1 Bushido Counter from your side of the field to activate 1 of these effects.
● Target 1 monster your opponent controls; destroy that target.
● Target 1 card your opponent controls; return that target to the hand.",Normal,,https://images.ygoprodeck.com/images/cards/23212990.jpg,19212
9684,Six Style - Dual Wield,Trap Card,"If the only monster you control is 1 ""Six Samurai"" monster in face-up Attack Position: Target 2 cards your opponent controls; return those targets to the hand.",Normal,Six Samurai,https://images.ygoprodeck.com/images/cards/75525309.jpg,32602
9685,Sixth Sense,Trap Card,"Declare 2 numbers from 1 to 6, then your opponent rolls a six-sided die, and if the result is one of the numbers you declared, you draw that many cards. Otherwise, send a number of cards from the top of your Deck to the Graveyard equal to the result.",Normal,,https://images.ygoprodeck.com/images/cards/3280747.jpg,32505
9690,Skill Drain,Trap Card,Activate by paying 1000 LP. Negate the effects of all face-up monsters while they are face-up on the field (but their effects can still be activated).,Continuous,,https://images.ygoprodeck.com/images/cards/82732705.jpg,930056
9691,Skill Prisoner,Trap Card,"Target 1 card you control; this turn, when any monster effect resolves that targeted that card at activation, negate that effect. During either player's turn, except the turn this card was sent to the Graveyard: You can banish this card from your Graveyard, then target 1 card you control; this turn, when any monster effect resolves that targeted that card at activation, negate that effect.",Normal,,https://images.ygoprodeck.com/images/cards/63227401.jpg,17980
9692,Skill Successor,Trap Card,"Target 1 face-up monster you control; it gains 400 ATK until the end of this turn. During your turn, except the turn this card was sent to the GY: You can banish this card from your GY, then target 1 face-up monster you control; that target gains 800 ATK until the end of this turn.",Normal,,https://images.ygoprodeck.com/images/cards/73729209.jpg,13222
9701,Skull Dice,Trap Card,"Roll a six-sided die. All monsters your opponent currently controls lose ATK/DEF equal to the result x 100, until the end of this turn.",Normal,,https://images.ygoprodeck.com/images/cards/126218.jpg,49088
9705,Skull Invitation,Trap Card,"Each time a card(s) is sent to the Graveyard, inflict 300 damage to its owner for each card sent.",Continuous,,https://images.ygoprodeck.com/images/cards/98139712.jpg,96649
9709,Skull Lair,Trap Card,Remove from play any number of Monster Cards in your Graveyard to destroy 1 face-up monster on the field whose Level is equal to the number of the cards you removed from play.,Continuous,,https://images.ygoprodeck.com/images/cards/6733059.jpg,86429
9762,Slip Summon,Trap Card,Activate only when your opponent Summons a monster. Special Summon 1 Level 4 or lower monster from your hand in face-up Defense Position. Return it to the owner's hand during the End Phase.,Normal,,https://images.ygoprodeck.com/images/cards/94484482.jpg,12288
9763,Slip of Fortune,Trap Card,Activate only when your opponent's monster declares an attack targeting a monster. Negate the attack and remove from play the attack target monster until the next Standby Phase.,Normal,,https://images.ygoprodeck.com/images/cards/72885174.jpg,13106
9771,Smashing Horn,Trap Card,When a monster effect or Trap Card is activated that negates the Normal or Special Summon of a monster(s): Negate the activation and destroy it.,Counter,,https://images.ygoprodeck.com/images/cards/93396832.jpg,4085
9773,Smile Potion,Trap Card,"If your opponent controls a monster whose current ATK is higher than its original ATK, while you control no monsters: Draw 2 cards. You can only activate 1 ""Smile Potion"" per turn.",Normal,,https://images.ygoprodeck.com/images/cards/16720314.jpg,9036
9778,Snake Deity's Command,Trap Card,"Activate by showing your opponent 1 ""Venom"" monster in your hand. Negate the activation and effect of an opponent's Spell Card, and destroy it.",Counter,Venom,https://images.ygoprodeck.com/images/cards/80678380.jpg,23112
9779,Snake Fang,Trap Card,Decrease 1 selected monster's DEF by 500 points during the turn this card is activated.,Normal,,https://images.ygoprodeck.com/images/cards/596051.jpg,89146
9781,Snake Whistle,Trap Card,Activate only when a Reptile-Type monster you control is destroyed. Special Summon 1 Level 4 or lower Reptile-Type monster from your Deck.,Normal,,https://images.ygoprodeck.com/images/cards/81791932.jpg,26072
9795,Snowman Effect,Trap Card,"Target 1 face-up monster you control; it gains ATK equal to the combined original ATK of the other monsters you control, until the end of this turn. It cannot attack directly during the turn you activate this card. You can only activate 1 ""Snowman Effect"" per turn.",Normal,,https://images.ygoprodeck.com/images/cards/62370023.jpg,20698
9804,Solar Ray,Trap Card,Inflict 600 points of damage to your opponent's Life Points for each face-up LIGHT monster on your side of the field.,Normal,,https://images.ygoprodeck.com/images/cards/44472639.jpg,24807
9809,Solemn Authority,Trap Card,"Activate this card by targeting 1 ""Aesir"" monster you control; it cannot be targeted by other card effects while this card is on the field. Send this card to the GY during your 2nd Standby Phase after activation.",Continuous,Solemn,https://images.ygoprodeck.com/images/cards/16308000.jpg,36839
9810,Solemn Judgment,Trap Card,"When a monster(s) would be Summoned, OR a Spell/Trap Card is activated: Pay half your LP; negate the Summon or activation, and if you do, destroy that card.",Counter,Solemn,https://images.ygoprodeck.com/images/cards/41420027.jpg,2061097
